id_respon,timestamp,layanan,komentar_teks,id_pengisian,urut_komentar,label_manual,teks_casefold,tokens,tokens_nostop,tokens_stem,teks_bersih,prediksi,prob_max
106-02,04/02/2026 0:20:05,MyClass UMSU,"Sering keluar dari portal padahal saya sudah login kan akun saya

Contoh:
Saya buka portal terus saya login,terus saya buka WA,baru masuk ke portal lagi disuruh login",106,2,,sering keluar dari portal padahal saya sudah login kan akun saya contoh saya buka portal terus saya login terus saya buka wa baru masuk ke portal lagi disuruh login,"['sering', 'keluar', 'dari', 'portal', 'padahal', 'saya', 'sudah', 'login', 'kan', 'akun', 'saya', 'contoh', 'saya', 'buka', 'portal', 'terus', 'saya', 'login', 'terus', 'saya', 'buka', 'wa', 'baru', 'masuk', 'ke', 'portal', 'lagi', 'disuruh', 'login']","['sering', 'keluar', 'portal', 'padahal', 'login', 'kan', 'akun', 'contoh', 'buka', 'portal', 'terus', 'login', 'terus', 'buka', 'wa', 'baru', 'masuk', 'portal', 'disuruh', 'login']","['sering', 'keluar', 'portal', 'padahal', 'login', 'kan', 'akun', 'contoh', 'buka', 'portal', 'terus', 'login', 'terus', 'buka', 'wa', 'baru', 'masuk', 'portal', 'disuruh', 'login']",sering keluar portal padahal login kan akun contoh buka portal terus login terus buka wa baru masuk portal disuruh login,nan,0.9955504815708399
106-03,04/02/2026 0:20:05,WiFi Kampus,"Wi-Fi nya lancar sih

Contoh:
Disaat jaringan saya tidak mendukung ada WiFi kampus umsu yg menolong",106,3,,wi fi nya lancar sih contoh disaat jaringan saya tidak mendukung ada wifi kampus umsu yg menolong,"['wi', 'fi', 'nya', 'lancar', 'sih', 'contoh', 'disaat', 'jaringan', 'saya', 'tidak', 'mendukung', 'ada', 'wifi', 'kampus', 'umsu', 'yg', 'menolong']","['wi', 'fi', 'lancar', 'sih', 'contoh', 'disaat', 'jaringan', 'tidak', 'mendukung', 'ada', 'wifi', 'kampus', 'umsu', 'yg', 'menolong']","['wi', 'fi', 'lancar', 'sih', 'contoh', 'disaat', 'jaringan', 'tidak', 'mendukung', 'ada', 'wifi', 'kampus', 'umsu', 'yg', 'menolong']",wi fi lancar sih contoh disaat jaringan tidak mendukung ada wifi kampus umsu yg menolong,nan,0.9984625661820367
106-04,04/02/2026 0:20:05,Helpdesk/Technical Support,Respon cepat,106,4,,respon cepat,"['respon', 'cepat']","['respon', 'cepat']","['respon', 'cepat']",respon cepat,nan,0.9953797708046548
106-05,04/02/2026 0:20:05,Saran Peningkatan,Meningkatkan stabilitas jaringan di area kampus untuk mendukung aktivitas daring dan luring.,106,5,,meningkatkan stabilitas jaringan di area kampus untuk mendukung aktivitas daring dan luring,"['meningkatkan', 'stabilitas', 'jaringan', 'di', 'area', 'kampus', 'untuk', 'mendukung', 'aktivitas', 'daring', 'dan', 'luring']","['meningkatkan', 'stabilitas', 'jaringan', 'area', 'kampus', 'mendukung', 'aktivitas', 'daring', 'luring']","['meningkatkan', 'stabilitas', 'jaringan', 'area', 'kampus', 'mendukung', 'aktivitas', 'daring', 'luring']",meningkatkan stabilitas jaringan area kampus mendukung aktivitas daring luring,nan,0.9849992892350059
107-01,04/02/2026 19:49:03,Portal Akademik (WEB),sering error,107,1,,sering error,"['sering', 'error']","['sering', 'error']","['sering', 'error']",sering error,nan,0.9975489298308908
107-02,04/02/2026 19:49:03,MyClass UMSU,sejauh ini sangat baik,107,2,,sejauh ini sangat baik,"['sejauh', 'ini', 'sangat', 'baik']","['sejauh', 'baik']","['sejauh', 'baik']",sejauh baik,nan,0.9985209729529196
107-03,04/02/2026 19:49:03,WiFi Kampus,sejauh ini baik,107,3,,sejauh ini baik,"['sejauh', 'ini', 'baik']","['sejauh', 'baik']","['sejauh', 'baik']",sejauh baik,nan,0.9985209729529196
108-01,05/02/2026 15:12:08,Portal Akademik (WEB),saat pengisian krs itu sedikit ngelag,108,1,,saat pengisian krs itu sedikit ngelag,"['saat', 'pengisian', 'krs', 'itu', 'sedikit', 'ngelag']","['saat', 'pengisian', 'krs', 'ngelag']","['saat', 'pengisian', 'krs', 'ngelag']",saat pengisian krs ngelag,nan,0.9974203779512009
108-02,05/02/2026 15:12:08,MyClass UMSU,saat pengisian krs sistem lumayan lama,108,2,,saat pengisian krs sistem lumayan lama,"['saat', 'pengisian', 'krs', 'sistem', 'lumayan', 'lama']","['saat', 'pengisian', 'krs', 'sistem', 'lumayan', 'lama']","['saat', 'pengisian', 'krs', 'sistem', 'lumayan', 'lama']",saat pengisian krs sistem lumayan lama,nan,0.997939765859261
108-03,05/02/2026 15:12:08,WiFi Kampus,karena terlalu banyak pengguna jadi lumayan lama/ susah mengakses,108,3,,karena terlalu banyak pengguna jadi lumayan lama susah mengakses,"['karena', 'terlalu', 'banyak', 'pengguna', 'jadi', 'lumayan', 'lama', 'susah', 'mengakses']","['terlalu', 'pengguna', 'jadi', 'lumayan', 'lama', 'susah', 'mengakses']","['terlalu', 'pengguna', 'jadi', 'lumayan', 'lama', 'susah', 'mengakses']",terlalu pengguna jadi lumayan lama susah mengakses,nan,0.9974256508514323
108-04,05/02/2026 15:12:08,Helpdesk/Technical Support,bagus,108,4,,bagus,['bagus'],['bagus'],['bagus'],bagus,nan,0.9976428827655716
108-05,05/02/2026 15:12:08,Saran Peningkatan,sistemnya supaya tidak sering eror,108,5,,sistemnya supaya tidak sering eror,"['sistemnya', 'supaya', 'tidak', 'sering', 'eror']","['sistemnya', 'tidak', 'sering', 'eror']","['sistemnya', 'tidak', 'sering', 'eror']",sistemnya tidak sering eror,nan,0.9978894888092618
109-01,05/02/2026 15:23:12,Portal Akademik (WEB),"Sering Down Server, contoh seperti ketika login portal umsu, tiba tiba langsong keluar lagi. belum sampai 2/3 detik. sudah keluar dan disuruh untuk login lagi. hal itu membuat saya sedikit resah padahal koneksi jaringan saya baik dan lancar.",109,1,,sering down server contoh seperti ketika login portal umsu tiba tiba langsong keluar lagi belum sampai detik sudah keluar dan disuruh untuk login lagi hal itu membuat saya sedikit resah padahal koneksi jaringan saya baik dan lancar,"['sering', 'down', 'server', 'contoh', 'seperti', 'ketika', 'login', 'portal', 'umsu', 'tiba', 'tiba', 'langsong', 'keluar', 'lagi', 'belum', 'sampai', 'detik', 'sudah', 'keluar', 'dan', 'disuruh', 'untuk', 'login', 'lagi', 'hal', 'itu', 'membuat', 'saya', 'sedikit', 'resah', 'padahal', 'koneksi', 'jaringan', 'saya', 'baik', 'dan', 'lancar']","['sering', 'down', 'server', 'contoh', 'ketika', 'login', 'portal', 'umsu', 'tiba', 'tiba', 'langsong', 'keluar', 'belum', 'sampai', 'detik', 'keluar', 'disuruh', 'login', 'hal', 'membuat', 'resah', 'padahal', 'koneksi', 'jaringan', 'baik', 'lancar']","['sering', 'down', 'server', 'contoh', 'ketika', 'login', 'portal', 'umsu', 'tiba', 'tiba', 'langsong', 'keluar', 'belum', 'sampai', 'detik', 'keluar', 'disuruh', 'login', 'hal', 'membuat', 'resah', 'padahal', 'koneksi', 'jaringan', 'baik', 'lancar']",sering down server contoh ketika login portal umsu tiba tiba langsong keluar belum sampai detik keluar disuruh login hal membuat resah padahal koneksi jaringan baik lancar,nan,0.9978087664058894
109-02,05/02/2026 15:23:12,MyClass UMSU,baik,109,2,,baik,['baik'],['baik'],['baik'],baik,nan,0.9988451132487896
109-03,05/02/2026 15:23:12,WiFi Kampus,sedikit ngelag,109,3,,sedikit ngelag,"['sedikit', 'ngelag']",['ngelag'],['ngelag'],ngelag,nan,0.9947738792279972
109-04,05/02/2026 15:23:12,Helpdesk/Technical Support,tidak pernah,109,4,,tidak pernah,"['tidak', 'pernah']","['tidak', 'pernah']","['tidak', 'pernah']",tidak pernah,nan,0.9991592539997269
109-05,05/02/2026 15:23:12,Saran Peningkatan,tidak pernah,109,5,,tidak pernah,"['tidak', 'pernah']","['tidak', 'pernah']","['tidak', 'pernah']",tidak pernah,nan,0.9991592539997269
110-01,05/02/2026 15:43:40,Portal Akademik (WEB),"Terkadang suka eror umsu mobile harus menggunakan wifi untuk mengakses nya padahal data seluler saya bagus, itu saha",110,1,,terkadang suka eror umsu mobile harus menggunakan wifi untuk mengakses nya padahal data seluler saya bagus itu saha,"['terkadang', 'suka', 'eror', 'umsu', 'mobile', 'harus', 'menggunakan', 'wifi', 'untuk', 'mengakses', 'nya', 'padahal', 'data', 'seluler', 'saya', 'bagus', 'itu', 'saha']","['terkadang', 'suka', 'eror', 'umsu', 'mobile', 'menggunakan', 'wifi', 'mengakses', 'padahal', 'data', 'seluler', 'bagus', 'saha']","['terkadang', 'suka', 'eror', 'umsu', 'mobile', 'menggunakan', 'wifi', 'mengakses', 'padahal', 'data', 'seluler', 'bagus', 'saha']",terkadang suka eror umsu mobile menggunakan wifi mengakses padahal data seluler bagus saha,nan,0.9986552401523365
110-02,05/02/2026 15:43:40,MyClass UMSU,Belum pernah memamakai nya,110,2,,belum pernah memamakai nya,"['belum', 'pernah', 'memamakai', 'nya']","['belum', 'pernah', 'memamakai']","['belum', 'pernah', 'memamakai']",belum pernah memamakai,nan,0.9983906768220415
110-03,05/02/2026 15:43:40,WiFi Kampus,Jaringan wifi nya suka hilang dan gak bisa di gunakan,110,3,,jaringan wifi nya suka hilang dan gak bisa di gunakan,"['jaringan', 'wifi', 'nya', 'suka', 'hilang', 'dan', 'gak', 'bisa', 'di', 'gunakan']","['jaringan', 'wifi', 'suka', 'hilang', 'gak', 'gunakan']","['jaringan', 'wifi', 'suka', 'hilang', 'gak', 'gunakan']",jaringan wifi suka hilang gak gunakan,nan,0.9960151884601477
110-04,05/02/2026 15:43:40,Helpdesk/Technical Support,Tidak ada,110,4,,tidak ada,"['tidak', 'ada']","['tidak', 'ada']","['tidak', 'ada']",tidak ada,nan,0.99932235490289
110-05,05/02/2026 15:43:40,Saran Peningkatan,Terutama di aplikasi umus mobile nya jangan suka eror,110,5,,terutama di aplikasi umus mobile nya jangan suka eror,"['terutama', 'di', 'aplikasi', 'umus', 'mobile', 'nya', 'jangan', 'suka', 'eror']","['terutama', 'aplikasi', 'umus', 'mobile', 'jangan', 'suka', 'eror']","['terutama', 'aplikasi', 'umus', 'mobile', 'jangan', 'suka', 'eror']",terutama aplikasi umus mobile jangan suka eror,nan,0.9920564247389234
111-01,05/02/2026 15:55:05,Portal Akademik (WEB),Pengalaman saya menggunakan portal akademik  sangat baik ya walaupun kadang ada sedikit kendala yaitu dibagian loding  mungkin karena banyak yg mengakses portal akademik sekian dan terima,111,1,,pengalaman saya menggunakan portal akademik sangat baik ya walaupun kadang ada sedikit kendala yaitu dibagian loding mungkin karena banyak yg mengakses portal akademik sekian dan terima,"['pengalaman', 'saya', 'menggunakan', 'portal', 'akademik', 'sangat', 'baik', 'ya', 'walaupun', 'kadang', 'ada', 'sedikit', 'kendala', 'yaitu', 'dibagian', 'loding', 'mungkin', 'karena', 'banyak', 'yg', 'mengakses', 'portal', 'akademik', 'sekian', 'dan', 'terima']","['pengalaman', 'menggunakan', 'portal', 'akademik', 'baik', 'ya', 'kadang', 'ada', 'kendala', 'dibagian', 'loding', 'mungkin', 'yg', 'mengakses', 'portal', 'akademik', 'sekian', 'terima']","['pengalaman', 'menggunakan', 'portal', 'akademik', 'baik', 'ya', 'kadang', 'ada', 'kendala', 'dibagian', 'loding', 'mungkin', 'yg', 'mengakses', 'portal', 'akademik', 'sekian', 'terima']",pengalaman menggunakan portal akademik baik ya kadang ada kendala dibagian loding mungkin yg mengakses portal akademik sekian terima,nan,0.9996241318208768
111-02,05/02/2026 15:55:05,MyClass UMSU,Pengalaman saya mengenai dalam menggunakan my class cukup baik juga materi yg tercantum cukup jelas. Contoh seperti melihat tugas yg diberikan dan lain lain,111,2,,pengalaman saya mengenai dalam menggunakan my class cukup baik juga materi yg tercantum cukup jelas contoh seperti melihat tugas yg diberikan dan lain lain,"['pengalaman', 'saya', 'mengenai', 'dalam', 'menggunakan', 'my', 'class', 'cukup', 'baik', 'juga', 'materi', 'yg', 'tercantum', 'cukup', 'jelas', 'contoh', 'seperti', 'melihat', 'tugas', 'yg', 'diberikan', 'dan', 'lain', 'lain']","['pengalaman', 'mengenai', 'menggunakan', 'my', 'class', 'cukup', 'baik', 'materi', 'yg', 'tercantum', 'cukup', 'jelas', 'contoh', 'melihat', 'tugas', 'yg', 'diberikan', 'lain', 'lain']","['pengalaman', 'mengenai', 'menggunakan', 'my', 'class', 'cukup', 'baik', 'materi', 'yg', 'tercantum', 'cukup', 'jelas', 'contoh', 'melihat', 'tugas', 'yg', 'diberikan', 'lain', 'lain']",pengalaman mengenai menggunakan my class cukup baik materi yg tercantum cukup jelas contoh melihat tugas yg diberikan lain lain,nan,0.9970771712858832
111-03,05/02/2026 15:55:05,WiFi Kampus,Pengalaman saya dalam menggunakan wifi dikampus sangat baik,111,3,,pengalaman saya dalam menggunakan wifi dikampus sangat baik,"['pengalaman', 'saya', 'dalam', 'menggunakan', 'wifi', 'dikampus', 'sangat', 'baik']","['pengalaman', 'menggunakan', 'wifi', 'dikampus', 'baik']","['pengalaman', 'menggunakan', 'wifi', 'dikampus', 'baik']",pengalaman menggunakan wifi dikampus baik,nan,0.9995376411666693
111-04,05/02/2026 15:55:05,Helpdesk/Technical Support,Pengalaman saya untuk saat ini blm ada,111,4,,pengalaman saya untuk saat ini blm ada,"['pengalaman', 'saya', 'untuk', 'saat', 'ini', 'blm', 'ada']","['pengalaman', 'saat', 'blm', 'ada']","['pengalaman', 'saat', 'blm', 'ada']",pengalaman saat blm ada,nan,0.999237518828887
111-05,05/02/2026 15:55:05,Saran Peningkatan,-Lebih cepat,111,5,,lebih cepat,"['lebih', 'cepat']",['cepat'],['cepat'],cepat,nan,0.9958811570203363
112-01,05/02/2026 15:58:38,Portal Akademik (WEB),"menurut aku sih jadi mudah buat kumpulin tugas, jadi ga susah susah buat kumpulin ke dosen.",112,1,,menurut aku sih jadi mudah buat kumpulin tugas jadi ga susah susah buat kumpulin ke dosen,"['menurut', 'aku', 'sih', 'jadi', 'mudah', 'buat', 'kumpulin', 'tugas', 'jadi', 'ga', 'susah', 'susah', 'buat', 'kumpulin', 'ke', 'dosen']","['menurut', 'sih', 'jadi', 'mudah', 'buat', 'kumpulin', 'tugas', 'jadi', 'ga', 'susah', 'susah', 'buat', 'kumpulin', 'dosen']","['menurut', 'sih', 'jadi', 'mudah', 'buat', 'kumpulin', 'tugas', 'jadi', 'ga', 'susah', 'susah', 'buat', 'kumpulin', 'dosen']",menurut sih jadi mudah buat kumpulin tugas jadi ga susah susah buat kumpulin dosen,nan,0.9971677550421785
112-02,05/02/2026 15:58:38,MyClass UMSU,"(+) ngumpulin tugas lebih fleksibel 
(-) kadang webnya suka eror",112,2,,ngumpulin tugas lebih fleksibel kadang webnya suka eror,"['ngumpulin', 'tugas', 'lebih', 'fleksibel', 'kadang', 'webnya', 'suka', 'eror']","['ngumpulin', 'tugas', 'fleksibel', 'kadang', 'webnya', 'suka', 'eror']","['ngumpulin', 'tugas', 'fleksibel', 'kadang', 'webnya', 'suka', 'eror']",ngumpulin tugas fleksibel kadang webnya suka eror,nan,0.9957381464428823
112-03,05/02/2026 15:58:38,WiFi Kampus,"menurut pendapat aku ada kelebihan dan kekurangannya sih.
1. kelebihan : ngumpulin tugas lebih fleksibel
2. kekurangan : kadang webnya suka eror",112,3,,menurut pendapat aku ada kelebihan dan kekurangannya sih kelebihan ngumpulin tugas lebih fleksibel kekurangan kadang webnya suka eror,"['menurut', 'pendapat', 'aku', 'ada', 'kelebihan', 'dan', 'kekurangannya', 'sih', 'kelebihan', 'ngumpulin', 'tugas', 'lebih', 'fleksibel', 'kekurangan', 'kadang', 'webnya', 'suka', 'eror']","['menurut', 'pendapat', 'ada', 'kelebihan', 'kekurangannya', 'sih', 'kelebihan', 'ngumpulin', 'tugas', 'fleksibel', 'kekurangan', 'kadang', 'webnya', 'suka', 'eror']","['menurut', 'pendapat', 'ada', 'kelebihan', 'kekurangannya', 'sih', 'kelebihan', 'ngumpulin', 'tugas', 'fleksibel', 'kekurangan', 'kadang', 'webnya', 'suka', 'eror']",menurut pendapat ada kelebihan kekurangannya sih kelebihan ngumpulin tugas fleksibel kekurangan kadang webnya suka eror,nan,0.9970673950505122
112-04,05/02/2026 15:58:38,Helpdesk/Technical Support,menurut aku sih helpdesk nya sangat membantu ketika webnya lagi bermasalah,112,4,,menurut aku sih helpdesk nya sangat membantu ketika webnya lagi bermasalah,"['menurut', 'aku', 'sih', 'helpdesk', 'nya', 'sangat', 'membantu', 'ketika', 'webnya', 'lagi', 'bermasalah']","['menurut', 'sih', 'helpdesk', 'membantu', 'ketika', 'webnya', 'bermasalah']","['menurut', 'sih', 'helpdesk', 'membantu', 'ketika', 'webnya', 'bermasalah']",menurut sih helpdesk membantu ketika webnya bermasalah,nan,0.9952733561358585
112-05,05/02/2026 15:58:38,Saran Peningkatan,semoga webnya ga sering eror lagi ya hehe,112,5,,semoga webnya ga sering eror lagi ya hehe,"['semoga', 'webnya', 'ga', 'sering', 'eror', 'lagi', 'ya', 'hehe']","['semoga', 'webnya', 'ga', 'sering', 'eror', 'ya', 'hehe']","['semoga', 'webnya', 'ga', 'sering', 'eror', 'ya', 'hehe']",semoga webnya ga sering eror ya hehe,nan,0.9968671545231622
113-01,05/02/2026 16:02:46,Portal Akademik (WEB),"Portal nya bagus,minus nya sering eror aja dan payah login",113,1,,portal nya bagus minus nya sering eror aja dan payah login,"['portal', 'nya', 'bagus', 'minus', 'nya', 'sering', 'eror', 'aja', 'dan', 'payah', 'login']","['portal', 'bagus', 'minus', 'sering', 'eror', 'aja', 'payah', 'login']","['portal', 'bagus', 'minus', 'sering', 'eror', 'aja', 'payah', 'login']",portal bagus minus sering eror aja payah login,nan,0.9990719198361286
113-02,05/02/2026 16:02:46,MyClass UMSU,My class umsu bagus tapi payah login nya dan sering eror,113,2,,my class umsu bagus tapi payah login nya dan sering eror,"['my', 'class', 'umsu', 'bagus', 'tapi', 'payah', 'login', 'nya', 'dan', 'sering', 'eror']","['my', 'class', 'umsu', 'bagus', 'payah', 'login', 'sering', 'eror']","['my', 'class', 'umsu', 'bagus', 'payah', 'login', 'sering', 'eror']",my class umsu bagus payah login sering eror,nan,0.9989517870440559
113-03,05/02/2026 16:02:46,WiFi Kampus,payah konek dan koneksi nya lemah,113,3,,payah konek dan koneksi nya lemah,"['payah', 'konek', 'dan', 'koneksi', 'nya', 'lemah']","['payah', 'konek', 'koneksi', 'lemah']","['payah', 'konek', 'koneksi', 'lemah']",payah konek koneksi lemah,nan,0.9813279690002799
113-04,05/02/2026 16:02:46,Helpdesk/Technical Support,bagus,113,4,,bagus,['bagus'],['bagus'],['bagus'],bagus,nan,0.9976428827655716
113-05,05/02/2026 16:02:46,Saran Peningkatan,tidak ada,113,5,,tidak ada,"['tidak', 'ada']","['tidak', 'ada']","['tidak', 'ada']",tidak ada,nan,0.99932235490289
114-01,05/02/2026 16:11:27,Portal Akademik (WEB),Aplikasi layanan portal nya cukup bagus namun sering mengalami server down,114,1,,aplikasi layanan portal nya cukup bagus namun sering mengalami server down,"['aplikasi', 'layanan', 'portal', 'nya', 'cukup', 'bagus', 'namun', 'sering', 'mengalami', 'server', 'down']","['aplikasi', 'layanan', 'portal', 'cukup', 'bagus', 'sering', 'mengalami', 'server', 'down']","['aplikasi', 'layanan', 'portal', 'cukup', 'bagus', 'sering', 'mengalami', 'server', 'down']",aplikasi layanan portal cukup bagus sering mengalami server down,nan,0.9991607227197759
114-02,05/02/2026 16:11:27,MyClass UMSU,Aplikasi My class sangat mudah di pahami dan lengkap dengan materi pembelajaran yang jelas,114,2,,aplikasi my class sangat mudah di pahami dan lengkap dengan materi pembelajaran yang jelas,"['aplikasi', 'my', 'class', 'sangat', 'mudah', 'di', 'pahami', 'dan', 'lengkap', 'dengan', 'materi', 'pembelajaran', 'yang', 'jelas']","['aplikasi', 'my', 'class', 'mudah', 'pahami', 'lengkap', 'materi', 'pembelajaran', 'jelas']","['aplikasi', 'my', 'class', 'mudah', 'pahami', 'lengkap', 'materi', 'pembelajaran', 'jelas']",aplikasi my class mudah pahami lengkap materi pembelajaran jelas,nan,0.9949843840196192
114-03,05/02/2026 16:11:27,WiFi Kampus,Sangat bermanfaat untuk mahasiswa dan mudah di akses dalam pengerjaan tugas,114,3,,sangat bermanfaat untuk mahasiswa dan mudah di akses dalam pengerjaan tugas,"['sangat', 'bermanfaat', 'untuk', 'mahasiswa', 'dan', 'mudah', 'di', 'akses', 'dalam', 'pengerjaan', 'tugas']","['bermanfaat', 'mahasiswa', 'mudah', 'akses', 'pengerjaan', 'tugas']","['bermanfaat', 'mahasiswa', 'mudah', 'akses', 'pengerjaan', 'tugas']",bermanfaat mahasiswa mudah akses pengerjaan tugas,nan,0.9976897457444389
114-04,05/02/2026 16:11:27,Helpdesk/Technical Support,Cukup membantu dan responsif,114,4,,cukup membantu dan responsif,"['cukup', 'membantu', 'dan', 'responsif']","['cukup', 'membantu', 'responsif']","['cukup', 'membantu', 'responsif']",cukup membantu responsif,nan,0.9961826771733969
114-05,05/02/2026 16:11:27,Saran Peningkatan,Lebih di tingkatkan lagi pelayanan nya,114,5,,lebih di tingkatkan lagi pelayanan nya,"['lebih', 'di', 'tingkatkan', 'lagi', 'pelayanan', 'nya']","['tingkatkan', 'pelayanan']","['tingkatkan', 'pelayanan']",tingkatkan pelayanan,nan,0.9830811620318702
115-01,05/02/2026 16:22:36,Portal Akademik (WEB),"Kendala diportal kmrin mau buka nilai lumayan lama nunggunyaa, dikarenakan sistem eror
Dan pada saat ingin memberikan penilaian terhadap dosen, juga kendalanya sama seperti itu",115,1,,kendala diportal kmrin mau buka nilai lumayan lama nunggunyaa dikarenakan sistem eror dan pada saat ingin memberikan penilaian terhadap dosen juga kendalanya sama seperti itu,"['kendala', 'diportal', 'kmrin', 'mau', 'buka', 'nilai', 'lumayan', 'lama', 'nunggunyaa', 'dikarenakan', 'sistem', 'eror', 'dan', 'pada', 'saat', 'ingin', 'memberikan', 'penilaian', 'terhadap', 'dosen', 'juga', 'kendalanya', 'sama', 'seperti', 'itu']","['kendala', 'diportal', 'kmrin', 'mau', 'buka', 'nilai', 'lumayan', 'lama', 'nunggunyaa', 'dikarenakan', 'sistem', 'eror', 'saat', 'ingin', 'memberikan', 'penilaian', 'dosen', 'kendalanya', 'sama']","['kendala', 'diportal', 'kmrin', 'mau', 'buka', 'nilai', 'lumayan', 'lama', 'nunggunyaa', 'dikarenakan', 'sistem', 'eror', 'saat', 'ingin', 'memberikan', 'penilaian', 'dosen', 'kendalanya', 'sama']",kendala diportal kmrin mau buka nilai lumayan lama nunggunyaa dikarenakan sistem eror saat ingin memberikan penilaian dosen kendalanya sama,nan,0.9948822098304696
115-02,05/02/2026 16:22:36,MyClass UMSU,"Untuk saat ini saya menggunakan my class, kendalannya hanya di absen
Dari awal membuka myclass menuju absen pada mata kuliah yg ingin saya isi itu lumayan rumit dan saya gatau kenapa myclass saya seperti itu berbeda dgn tmn tmn saya yg lain. Mereka sudah ada di halaman awal tp kalau saya harus mencari lagi, mungkin itu kendala saya di myclass
Dan paling eror kdng kdng aja, tidak terlalu sering",115,2,,untuk saat ini saya menggunakan my class kendalannya hanya di absen dari awal membuka myclass menuju absen pada mata kuliah yg ingin saya isi itu lumayan rumit dan saya gatau kenapa myclass saya seperti itu berbeda dgn tmn tmn saya yg lain mereka sudah ada di halaman awal tp kalau saya harus mencari lagi mungkin itu kendala saya di myclass dan paling eror kdng kdng aja tidak terlalu sering,"['untuk', 'saat', 'ini', 'saya', 'menggunakan', 'my', 'class', 'kendalannya', 'hanya', 'di', 'absen', 'dari', 'awal', 'membuka', 'myclass', 'menuju', 'absen', 'pada', 'mata', 'kuliah', 'yg', 'ingin', 'saya', 'isi', 'itu', 'lumayan', 'rumit', 'dan', 'saya', 'gatau', 'kenapa', 'myclass', 'saya', 'seperti', 'itu', 'berbeda', 'dgn', 'tmn', 'tmn', 'saya', 'yg', 'lain', 'mereka', 'sudah', 'ada', 'di', 'halaman', 'awal', 'tp', 'kalau', 'saya', 'harus', 'mencari', 'lagi', 'mungkin', 'itu', 'kendala', 'saya', 'di', 'myclass', 'dan', 'paling', 'eror', 'kdng', 'kdng', 'aja', 'tidak', 'terlalu', 'sering']","['saat', 'menggunakan', 'my', 'class', 'kendalannya', 'absen', 'awal', 'membuka', 'myclass', 'menuju', 'absen', 'mata', 'kuliah', 'yg', 'ingin', 'isi', 'lumayan', 'rumit', 'gatau', 'kenapa', 'myclass', 'berbeda', 'dgn', 'tmn', 'tmn', 'yg', 'lain', 'ada', 'halaman', 'awal', 'tp', 'kalau', 'mencari', 'mungkin', 'kendala', 'myclass', 'paling', 'eror', 'kdng', 'kdng', 'aja', 'tidak', 'terlalu', 'sering']","['saat', 'menggunakan', 'my', 'class', 'kendalannya', 'absen', 'awal', 'membuka', 'myclass', 'menuju', 'absen', 'mata', 'kuliah', 'yg', 'ingin', 'isi', 'lumayan', 'rumit', 'gatau', 'kenapa', 'myclass', 'berbeda', 'dgn', 'tmn', 'tmn', 'yg', 'lain', 'ada', 'halaman', 'awal', 'tp', 'kalau', 'mencari', 'mungkin', 'kendala', 'myclass', 'paling', 'eror', 'kdng', 'kdng', 'aja', 'tidak', 'terlalu', 'sering']",saat menggunakan my class kendalannya absen awal membuka myclass menuju absen mata kuliah yg ingin isi lumayan rumit gatau kenapa myclass berbeda dgn tmn tmn yg lain ada halaman awal tp kalau mencari mungkin kendala myclass paling eror kdng kdng aja tidak terlalu sering,nan,0.9981234523853404
115-03,05/02/2026 16:22:36,WiFi Kampus,di gedung fai saya tidak pernah menemukan wifi,115,3,,di gedung fai saya tidak pernah menemukan wifi,"['di', 'gedung', 'fai', 'saya', 'tidak', 'pernah', 'menemukan', 'wifi']","['gedung', 'fai', 'tidak', 'pernah', 'menemukan', 'wifi']","['gedung', 'fai', 'tidak', 'pernah', 'menemukan', 'wifi']",gedung fai tidak pernah menemukan wifi,nan,0.996861089315736
115-04,05/02/2026 16:22:36,Helpdesk/Technical Support,Belum pernah menggunakannya,115,4,,belum pernah menggunakannya,"['belum', 'pernah', 'menggunakannya']","['belum', 'pernah', 'menggunakannya']","['belum', 'pernah', 'menggunakannya']",belum pernah menggunakannya,nan,0.9978422520475531
115-05,05/02/2026 16:22:36,Saran Peningkatan,Wifi digedung fai bisa juga🙏🏻,115,5,,wifi digedung fai bisa juga,"['wifi', 'digedung', 'fai', 'bisa', 'juga']","['wifi', 'digedung', 'fai']","['wifi', 'digedung', 'fai']",wifi digedung fai,nan,0.9943698389790284
116-01,05/02/2026 16:26:06,Portal Akademik (WEB),"Website portal kadang error, gamau muncul ke situs pilihan jadi harus di klik berulang and i think that's a big problem",116,1,,website portal kadang error gamau muncul ke situs pilihan jadi harus di klik berulang and i think that s a big problem,"['website', 'portal', 'kadang', 'error', 'gamau', 'muncul', 'ke', 'situs', 'pilihan', 'jadi', 'harus', 'di', 'klik', 'berulang', 'and', 'think', 'that', 'big', 'problem']","['website', 'portal', 'kadang', 'error', 'gamau', 'muncul', 'situs', 'pilihan', 'jadi', 'klik', 'berulang', 'and', 'think', 'that', 'big', 'problem']","['website', 'portal', 'kadang', 'error', 'gamau', 'muncul', 'situs', 'pilihan', 'jadi', 'klik', 'berulang', 'and', 'think', 'that', 'big', 'problem']",website portal kadang error gamau muncul situs pilihan jadi klik berulang and think that big problem,nan,0.9898600884794694
116-02,05/02/2026 16:26:06,MyClass UMSU,"No offense, my class app the best",116,2,,no offense my class app the best,"['no', 'offense', 'my', 'class', 'app', 'the', 'best']","['no', 'offense', 'my', 'class', 'app', 'the', 'best']","['no', 'offense', 'my', 'class', 'app', 'the', 'best']",no offense my class app the best,nan,0.9896420201817845
